,number_of_words,number_of_sentences,avg_word_length,POS_CC_Count,POS_)_Count,POS_POS_Count,POS_IN_Count,POS_NNP_Count,POS_$_Count,POS_MD_Count,POS_JJ_Count,POS_RP_Count,POS_CD_Count,"POS_,_Count",POS_JJS_Count,POS_VBP_Count,POS_WP$_Count,POS_VBD_Count,POS_(_Count,POS_NN_Count,POS_VBG_Count,POS_RB_Count,POS_NNS_Count,POS_:_Count,POS_SYM_Count,POS_''_Count,POS_EX_Count,POS_PRP$_Count,POS_WP_Count,POS_PDT_Count,POS_``_Count,POS_VB_Count,POS_RBS_Count,POS_WDT_Count,POS_VBZ_Count,POS_JJR_Count,POS_DT_Count,POS_._Count,POS_VBN_Count,POS_FW_Count,POS_PRP_Count,POS_WRB_Count,POS_TO_Count,POS_UH_Count,POS_NNPS_Count,POS_RBR_Count
3931,40,1,5.2,1,4,1,8,7,0,0,4,0,0,0,0,1,0,0,4,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0
6133,74,1,5.608108108108108,5,4,1,2,7,0,10,2,0,0,0,0,2,0,0,4,7,1,1,16,0,0,0,0,0,0,0,0,12,0,1,0,0,6,7,1,0,0,0,1,0,0,0
337,82,1,5.390243902439025,0,4,0,10,4,0,0,9,0,0,1,0,0,0,8,4,23,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,3,0,1,1,2,0,0,0
7026,42,1,4.380952380952381,0,4,0,7,5,0,0,4,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,1,0,0,0,0,1,0,2,0,10,2,1,0,0,0,0,0,0,0
101,29,1,4.275862068965517,0,4,0,2,4,0,0,2,0,0,0,0,0,0,0,4,9,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,0,0,0,1,0,0,0
6265,40,1,6.1,0,4,0,5,3,0,0,6,0,0,0,1,0,0,0,4,9,3,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,0,0,0,0,1,0,0,0
6436,30,1,5.666666666666667,0,4,0,2,4,0,0,3,0,0,0,0,0,0,0,4,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0
4208,43,1,4.8604651162790695,0,4,1,5,4,0,1,1,0,0,0,0,0,0,0,4,12,2,0,2,0,0,0,0,0,0,0,0,3,0,2,2,0,7,2,1,0,0,0,1,0,0,0
5370,26,1,5.076923076923077,0,4,0,4,3,0,0,1,0,1,0,0,0,0,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0
2875,30,1,4.233333333333333,1,4,0,2,4,0,0,1,0,0,0,1,0,0,0,4,8,0,0,3,0,0,0,0,1,0,0,0,1,0,1,3,0,4,2,0,0,0,0,0,0,0,0
7648,33,1,5.393939393939394,1,4,0,3,3,0,0,1,0,0,1,1,0,0,0,4,11,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,6,2,1,0,0,0,0,0,0,0
6147,68,1,4.911764705882353,0,4,0,8,3,0,0,2,0,2,0,1,1,0,0,4,16,1,4,4,0,0,0,0,0,0,0,0,2,0,0,7,2,6,7,2,0,4,1,2,0,0,0
3942,23,1,5.217391304347826,0,4,0,3,0,0,0,0,0,4,0,0,1,0,0,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0
284,54,1,5.5,0,4,0,5,3,0,5,7,0,0,1,0,0,0,0,4,13,1,1,2,0,0,0,0,0,0,0,0,5,1,1,1,0,9,5,0,0,0,0,0,0,0,0
3629,13,1,6.0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,4,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0
2781,82,1,4.195121951219512,1,4,0,4,3,0,0,3,0,0,0,1,2,0,0,4,21,5,0,1,0,0,0,0,0,0,0,0,4,0,0,6,9,17,7,0,0,0,1,4,0,0,0
5934,89,1,5.292134831460674,1,5,0,16,15,0,0,5,0,2,2,0,0,0,5,5,19,3,1,9,0,0,0,0,0,1,0,0,1,0,1,0,0,8,3,0,0,0,0,2,0,0,0
3107,19,1,6.421052631578948,0,4,0,2,4,0,0,0,0,0,0,0,0,0,0,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0
1304,32,1,3.4375,0,4,0,2,4,0,0,1,0,0,1,0,0,0,2,4,9,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,4,0,0,0
252,76,1,4.815789473684211,0,4,0,10,4,0,0,10,0,1,1,0,0,0,5,4,16,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,14,6,5,0,1,0,4,0,0,0
7557,28,1,4.464285714285714,0,4,0,3,3,0,0,1,1,0,1,0,0,0,0,4,9,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,4,2,1,0,0,1,0,0,0,0
5929,44,1,4.727272727272728,1,4,0,4,3,0,0,4,0,0,0,0,0,0,3,4,12,1,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,7,3,0,0,1,0,1,0,0,0
5360,42,1,4.666666666666667,3,4,0,1,4,0,0,2,1,0,1,1,0,0,3,4,7,1,2,3,0,0,0,0,0,0,0,0,2,0,0,2,0,5,3,3,0,0,0,2,0,0,0
354,56,1,4.625,1,4,0,8,4,0,0,1,0,0,0,0,4,0,0,4,8,0,0,7,0,0,0,0,1,0,0,0,2,0,3,3,0,4,5,7,0,1,0,2,0,0,0
7293,17,1,3.294117647058824,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0
6294,48,1,4.916666666666667,0,4,0,3,7,0,0,2,0,0,0,0,4,0,0,4,14,0,0,7,0,0,0,0,0,0,0,0,0,0,1,2,1,6,5,0,0,0,1,0,0,0,0
6325,25,1,4.92,0,4,0,3,3,0,0,1,0,0,0,1,1,0,0,4,7,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0
7073,20,1,4.65,0,4,0,1,3,0,0,1,0,0,0,1,0,0,0,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0
6725,32,1,4.78125,0,4,2,3,4,0,1,3,0,0,0,0,0,0,0,4,10,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1,0,0,0,0,1,0,0,0
5530,18,1,5.0,0,4,0,1,3,0,0,3,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0
1833,26,1,5.6923076923076925,0,4,0,3,4,0,0,0,0,0,0,0,2,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,1,0,0,0,0,0,0,0,0
837,53,1,3.8867924528301887,0,4,0,7,4,0,0,2,0,0,0,2,3,0,0,4,4,0,0,7,0,0,0,0,2,0,0,0,4,1,0,1,0,10,2,0,0,1,1,4,0,0,0
784,52,1,4.4423076923076925,1,4,1,3,3,0,1,4,0,0,1,0,0,0,2,4,11,0,0,3,0,0,0,0,0,0,0,0,5,1,1,0,0,9,2,3,0,0,0,5,0,0,0
6266,62,1,4.032258064516129,0,4,1,6,9,0,0,10,0,0,0,0,1,0,0,4,14,0,1,1,0,0,0,0,0,0,0,0,1,1,0,7,0,9,7,0,0,1,1,0,0,0,0
2701,57,1,5.719298245614035,0,4,0,7,3,0,0,6,0,0,0,0,3,0,0,4,8,6,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,8,7,1,0,0,0,2,0,0,0
6465,62,1,5.096774193548387,1,4,0,4,4,0,4,7,0,0,1,0,0,0,1,4,13,0,1,4,0,0,0,0,0,0,0,0,4,1,1,1,0,13,6,1,0,0,0,2,0,0,0
7505,28,1,5.607142857142857,0,4,0,2,3,0,0,4,0,0,0,0,1,0,0,4,2,4,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0
6858,31,1,5.741935483870968,0,4,0,4,3,0,0,4,0,0,1,0,1,0,0,4,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0
6356,43,1,4.488372093023256,2,4,0,4,3,0,0,2,0,0,0,0,6,0,0,4,6,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,8,6,0,0,4,0,0,0,0,0
5145,36,1,5.305555555555555,0,4,0,3,4,0,0,4,0,0,0,0,2,0,0,4,4,0,1,4,0,0,0,0,0,0,0,0,2,0,0,2,1,4,4,2,0,0,1,2,0,0,0
5408,22,1,5.136363636363637,0,8,0,1,7,0,0,2,0,0,0,0,0,0,0,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0
2509,27,1,4.518518518518518,0,4,0,2,5,0,0,1,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,2,2,0,0,0,1,0,0,0
7195,56,1,5.75,1,4,0,3,3,0,0,5,1,0,0,0,4,0,0,4,13,4,1,6,0,0,0,0,0,0,0,0,1,1,1,2,0,5,2,0,0,1,2,2,0,0,0
224,48,1,4.270833333333333,0,4,0,7,3,0,0,1,0,0,0,0,1,0,0,4,15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,13,7,0,0,0,0,0,0,0,0
3669,70,1,5.1,3,4,0,8,3,0,0,3,0,0,2,0,1,0,0,4,18,5,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,8,6,5,0,0,0,5,0,0,0
4138,44,1,5.045454545454546,1,4,0,5,4,0,0,5,0,0,0,0,4,0,0,4,2,1,4,8,0,0,0,0,1,0,0,0,2,0,1,0,0,1,5,3,0,1,0,1,0,0,0
5445,18,1,4.166666666666667,0,4,1,1,3,0,0,1,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0
5742,37,1,5.135135135135135,1,4,0,3,4,0,0,2,0,2,0,0,2,0,0,4,7,0,3,5,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2,1,0,0,0,0,0,0,0
1790,34,1,4.529411764705882,0,6,0,3,4,0,1,4,0,5,2,0,1,0,0,6,10,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,2,2,1,0,0,0,1,0,0,0
4720,22,1,4.545454545454546,1,4,0,1,3,0,1,0,0,2,1,0,0,0,3,4,6,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,1,0,0,0
6033,43,1,5.27906976744186,0,4,0,1,3,0,0,9,0,0,0,0,1,0,1,4,16,0,3,2,8,0,0,0,0,0,0,0,0,0,1,1,0,5,2,0,0,0,0,0,0,0,0
2391,48,1,4.4375,0,4,0,4,4,0,0,3,2,0,1,0,0,0,0,4,9,1,0,3,0,0,0,0,1,1,0,0,0,0,1,6,0,7,3,2,0,3,1,0,0,0,0
4194,47,1,4.468085106382978,0,4,0,8,3,0,0,4,0,2,0,0,0,0,0,4,5,0,1,2,0,0,0,0,0,0,0,0,1,0,1,5,2,4,5,4,0,4,0,1,0,0,0
7577,40,1,4.85,1,4,0,1,3,0,1,5,0,0,0,0,1,0,2,4,9,0,1,3,0,0,0,0,0,0,0,0,1,0,1,3,0,5,2,3,0,0,0,0,0,0,0
5578,26,1,3.576923076923077,0,4,0,2,5,0,0,1,0,1,1,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,4,0,0,0,1,0,0,0,0
3473,24,1,5.041666666666667,1,4,0,1,4,0,0,1,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
3961,20,1,5.55,0,4,1,1,5,0,0,1,0,0,0,0,2,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,1,0,0,0
3221,60,1,5.533333333333333,0,4,0,5,5,0,1,7,0,3,2,1,2,0,2,4,4,0,3,12,0,0,0,1,0,0,1,0,1,0,0,2,0,6,8,2,0,0,1,1,0,0,0
1436,59,1,4.88135593220339,0,4,0,2,3,0,0,8,0,2,0,1,0,0,4,4,11,2,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,13,8,0,0,4,0,1,0,0,0
4692,58,1,5.293103448275862,0,4,0,8,3,0,1,3,0,0,0,1,1,0,0,4,18,1,0,3,0,0,0,0,0,1,0,0,3,0,1,1,0,9,2,1,0,0,1,2,0,0,0
7645,57,1,5.473684210526316,1,4,0,9,3,0,2,2,0,1,0,0,0,0,0,4,16,5,0,4,0,0,0,0,0,0,0,0,2,0,1,1,0,8,2,1,0,1,0,0,0,0,0
2413,23,1,4.826086956521739,0,4,0,1,3,0,1,4,0,0,1,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
6640,54,1,5.666666666666667,1,4,0,5,3,0,0,5,0,2,0,0,3,0,0,4,12,0,2,6,0,0,0,0,1,0,0,0,1,0,1,2,0,6,6,0,0,2,0,2,0,0,0
4099,39,1,4.358974358974359,1,4,0,4,3,0,0,1,1,0,0,1,0,0,0,4,10,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,1,0,0,0,0,0,0,0,0
1349,22,1,5.5,0,4,0,2,4,0,0,0,0,1,1,0,0,0,0,4,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0
1310,71,1,5.436619718309859,0,4,0,6,4,0,1,11,0,0,3,1,2,0,6,4,8,1,0,14,0,0,0,0,0,1,0,0,2,0,1,1,0,4,8,3,0,4,0,1,0,0,0
831,45,1,4.711111111111111,0,4,0,3,9,0,0,6,0,0,2,2,2,0,0,4,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,2,6,2,0,0,1,0,0,0,0
3933,17,1,5.0588235294117645,0,4,0,2,4,0,0,0,0,0,0,0,0,0,0,4,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
1200,61,1,5.0,0,4,0,8,7,0,0,2,0,0,0,1,0,0,6,4,10,2,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,9,6,2,0,0,1,1,0,0,0
3323,24,1,5.541666666666667,0,4,0,2,4,0,1,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,1,0,0,0,0,0,0,0
1832,83,1,5.734939759036145,0,4,0,10,6,0,0,11,0,1,3,0,4,0,1,4,15,0,8,7,0,0,0,0,1,0,0,0,0,0,1,4,0,10,5,1,0,3,0,0,0,0,0
2591,24,1,5.0,0,4,0,3,6,0,0,2,0,0,0,0,0,0,0,4,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,0,0,0,0,0,0
1787,112,1,4.866071428571429,0,4,0,11,7,0,5,10,0,0,2,1,0,0,3,4,30,3,1,6,0,0,0,0,0,0,0,0,8,0,1,2,0,15,5,3,0,0,0,6,0,0,0
2020,55,1,4.963636363636364,0,4,0,6,3,0,0,6,0,0,2,0,0,0,0,4,17,1,0,4,0,0,0,0,0,0,0,0,3,1,1,2,0,7,3,0,0,1,1,2,0,0,0
3986,20,1,3.8,0,4,0,2,6,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0
2434,22,1,5.681818181818182,1,4,0,1,3,0,0,2,1,0,0,0,1,0,0,4,3,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0
1124,50,1,4.74,0,4,0,5,9,0,0,8,0,0,0,0,0,0,0,4,11,0,0,3,0,0,0,0,0,0,0,0,1,1,0,5,0,6,6,0,0,0,0,1,0,0,0
2682,42,1,4.142857142857143,0,4,0,7,5,0,0,3,0,0,0,0,0,0,0,4,10,0,1,5,0,0,0,0,0,0,0,0,0,1,1,2,0,6,2,1,0,0,0,0,0,0,0
4423,19,1,5.2631578947368425,0,4,0,3,3,0,0,1,0,0,0,0,0,0,0,4,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0
2348,46,1,5.217391304347826,5,4,0,0,7,0,0,6,0,1,0,0,2,0,0,4,5,0,3,5,0,0,0,0,1,1,0,0,1,0,1,2,0,5,2,0,0,0,0,1,0,0,0
3985,60,1,3.733333333333333,1,4,0,8,3,0,6,1,0,0,2,0,0,0,2,4,9,0,5,1,0,0,0,1,0,1,0,0,6,0,0,0,1,10,5,2,0,3,0,0,0,0,0
4921,87,1,3.977011494252874,2,4,0,10,3,0,0,2,0,0,0,0,5,0,1,4,20,0,3,1,0,0,0,0,2,1,0,0,6,1,0,2,0,11,3,2,0,8,1,6,0,0,0
4372,39,1,5.333333333333333,0,4,0,5,7,0,0,2,0,0,0,0,0,0,0,4,11,0,1,5,0,0,0,0,0,0,0,0,1,0,0,2,0,4,5,0,1,0,0,0,0,0,0
4121,20,1,4.7,0,4,0,2,7,0,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0
6658,65,1,4.8,0,4,0,6,4,0,0,2,0,1,0,0,1,0,6,4,12,1,2,6,0,0,0,0,1,1,0,0,2,0,0,1,2,10,7,4,0,0,1,1,0,1,0
4073,44,1,4.613636363636363,0,4,0,1,7,0,0,2,0,0,0,0,1,0,0,4,14,1,0,4,0,0,0,0,0,0,0,0,1,0,0,5,0,7,6,0,0,0,0,1,0,0,0
5956,19,1,4.7368421052631575,1,4,0,2,4,0,0,2,0,0,0,0,1,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5793,34,1,5.235294117647059,0,4,0,4,4,0,1,5,0,0,1,0,2,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,1,0,0,0,0,0,0,0
4149,17,1,6.0588235294117645,0,4,0,1,4,0,0,1,0,0,0,0,0,0,0,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
5638,32,1,5.15625,0,4,1,5,4,0,0,3,0,0,0,0,0,0,0,4,9,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,0,0,1,0,0,0
7765,76,1,3.8552631578947367,0,4,0,9,9,0,2,1,0,0,1,0,0,0,0,4,20,0,0,2,0,0,0,0,2,0,0,0,2,0,1,7,0,18,7,1,0,0,1,1,0,0,0
4842,94,1,4.414893617021277,3,4,1,12,5,0,0,5,0,1,1,0,3,0,0,4,26,0,1,5,0,0,0,0,0,0,0,0,0,1,0,4,3,22,8,2,0,0,0,0,0,0,1
892,65,1,5.061538461538461,4,4,0,8,7,0,0,8,0,0,0,1,1,0,0,4,16,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,7,5,4,0,0,1,0,0,0,0
137,69,1,4.3478260869565215,2,4,0,17,18,0,0,1,0,0,0,1,0,0,0,4,10,0,0,2,0,0,0,0,3,1,0,0,0,0,0,4,0,9,3,0,0,0,1,0,0,0,0
3923,17,1,5.117647058823529,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0
315,15,1,5.0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0
5838,34,1,4.205882352941177,0,4,0,4,3,0,1,3,0,0,0,0,0,0,0,4,9,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,6,1,0,0,0,0,0,0,0,0
5346,36,1,5.166666666666667,0,4,0,2,4,0,2,3,0,0,1,0,0,0,0,4,11,0,1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,4,2,0,0,0,0,2,0,0,0
5451,80,1,5.1875,3,4,0,13,4,0,0,9,0,0,0,1,1,0,0,4,16,3,0,10,0,0,0,0,0,1,0,0,1,0,0,2,0,11,3,2,0,0,0,2,0,1,0
904,46,1,4.369565217391305,4,6,0,3,3,0,0,4,0,0,4,0,0,0,0,6,15,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2,0,0,0,0,0,0,0,0
5731,38,1,4.7631578947368425,2,4,0,0,6,0,0,0,0,0,0,0,0,0,2,4,10,0,0,4,0,0,0,0,0,0,0,0,3,0,0,2,0,2,5,0,0,0,2,5,0,0,0
4717,76,1,4.342105263157895,2,4,0,9,5,0,1,1,0,0,2,1,0,0,5,4,17,2,1,7,0,0,0,0,0,0,0,0,6,0,1,0,0,10,4,1,0,3,0,4,0,0,0
6354,22,1,5.045454545454546,0,4,0,1,4,0,0,2,0,0,0,1,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,3,1,0,0,0,0,1,0,0,0
6490,39,1,5.051282051282051,0,4,0,5,4,0,0,5,0,0,0,0,2,0,0,4,8,0,2,3,0,0,0,0,1,0,0,0,2,1,1,1,0,2,2,0,0,0,0,2,0,0,0
1997,18,1,6.666666666666667,0,4,0,2,4,0,0,1,0,0,0,0,0,0,0,4,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0
7477,17,1,5.470588235294118,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,4,7,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
864,24,1,4.333333333333333,0,4,0,1,3,0,1,2,0,1,0,0,0,0,0,4,7,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0
3651,47,1,5.212765957446808,0,4,0,4,5,0,1,2,0,0,0,0,1,0,0,4,15,1,1,3,0,0,0,0,1,0,0,0,3,0,0,2,0,6,3,0,0,1,0,1,0,0,0
7360,43,1,5.162790697674419,0,4,0,6,3,0,0,2,0,0,0,2,1,0,0,4,12,1,0,3,0,0,0,0,0,0,0,0,1,0,1,3,0,7,2,0,0,0,0,1,0,0,0
7186,20,1,4.9,0,4,0,2,4,0,0,1,0,0,0,0,1,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0
7701,61,1,4.918032786885246,1,4,0,9,5,0,2,1,0,0,0,0,4,0,0,4,9,1,2,10,0,0,0,0,1,0,0,0,3,0,1,1,0,7,1,3,0,1,0,1,0,0,0
2605,19,1,4.315789473684211,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,4,7,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,0,0,0,1,0,0,0
1421,36,1,4.666666666666667,1,5,0,2,4,0,0,1,0,1,1,0,0,0,0,5,10,1,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,4,3,0,0,3,1,0,0,0,0
3909,30,1,4.166666666666667,0,4,0,4,4,0,0,1,0,0,0,0,0,0,0,4,8,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,6,2,0,0,0,0,1,0,0,0
5927,93,1,5.086021505376344,2,4,1,10,7,0,3,6,0,0,0,0,0,0,5,4,14,2,2,9,0,0,0,0,1,0,0,0,4,0,1,1,1,20,7,4,0,0,0,1,0,0,0
7053,31,1,4.67741935483871,0,4,0,2,3,0,0,1,0,0,12,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0
4345,18,1,4.333333333333333,0,4,0,2,4,0,0,0,0,0,0,0,0,0,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0
3334,40,1,5.125,0,4,0,1,7,0,0,3,0,0,0,0,0,0,0,4,12,0,0,4,0,0,0,0,0,1,0,0,2,0,1,2,0,3,5,0,0,0,0,4,0,0,0
7762,53,1,4.962264150943396,0,4,0,8,3,0,0,2,0,0,0,0,1,0,1,4,18,2,1,3,0,0,0,0,0,0,0,0,0,1,0,2,0,8,2,1,0,0,0,2,0,0,0
5484,58,1,4.396551724137931,3,4,0,12,10,0,0,2,0,0,1,0,0,0,0,4,11,2,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,11,5,1,0,0,0,1,0,0,0
5137,43,1,4.162790697674419,0,4,0,4,3,0,0,2,1,0,1,1,2,0,1,4,8,2,0,4,0,0,0,0,1,1,0,0,2,0,0,1,0,8,1,1,0,0,0,1,0,0,0
6170,38,1,5.368421052631579,5,4,0,3,3,0,0,1,0,1,0,0,1,0,0,4,14,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
4358,42,1,5.404761904761905,0,4,1,5,4,0,0,3,0,0,0,0,0,0,3,4,9,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,0,0,0,0,0,0
5567,31,1,4.548387096774194,0,4,0,1,3,0,0,4,0,0,0,0,0,0,0,4,8,1,0,2,0,0,0,0,0,1,0,0,0,1,1,2,0,6,1,0,0,0,0,1,0,0,0
4305,27,1,4.222222222222222,0,4,0,1,7,0,0,0,0,0,0,0,1,0,0,4,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,5,5,0,0,0,1,0,0,0,0
655,60,1,4.866666666666666,0,4,0,10,3,0,0,6,0,0,1,0,2,0,0,4,13,4,0,5,0,0,0,0,0,0,0,0,2,0,1,2,0,10,2,0,0,0,0,2,0,0,0
2616,31,1,5.193548387096774,2,4,0,6,1,0,0,2,0,4,0,0,0,0,0,4,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2109,31,1,5.451612903225806,0,4,0,1,3,0,0,4,0,0,0,0,2,0,0,4,6,0,0,5,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,2,0,0,1,0,0,0,0
1588,75,1,4.746666666666667,0,4,0,7,3,0,5,6,0,0,1,1,1,0,0,4,16,2,0,4,0,0,0,1,0,0,0,0,8,0,0,2,2,11,6,1,0,0,2,3,0,0,0
1095,36,1,5.138888888888889,0,4,0,7,3,0,0,2,1,0,1,0,1,0,0,4,11,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0
2303,25,1,5.32,1,4,1,4,4,0,0,0,0,0,0,0,1,0,0,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
3790,25,1,5.2,0,4,0,2,7,0,0,0,0,0,0,0,1,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,3,1,0,0,0,0,1,0,0,0
1926,38,1,3.8684210526315783,0,4,0,7,5,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,11,0,0,0,0,0,0,0,0,0
5340,46,1,5.717391304347826,0,4,0,6,3,0,0,3,0,1,0,1,0,0,0,4,11,4,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,8,1,1,0,0,0,1,0,0,0
3088,30,1,5.7,2,4,0,2,5,0,0,3,0,0,0,0,0,0,0,4,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,0,0,0,0,0,0,0
